gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	ADAMDEC1 FLC	Activated T	Arterial EC	B cell	BEST4 enterocyte	CD8 T cell	F3 FLC	FCER2 B cell	Glial cell	Goblet cell	IL2RG	IgA plasma cell	IgG plasma cell	Inflammatory FLC	LAMP3+ DC	Macrophage	Monocyte	Paneth cell	TA	Tfh	Treg	Tuft	Venous EC	activated B cell	cDC1	cDC2	crypt	cycling B cell	cycling myeloid	cycling plasma	early enterocyte	enterocyte	enteroendocrine	gd T cell	lymphatic EC	mast cells	memory B cell	myofibroblast	naïve CD4 T	pDC	pericyte
SST	P61278	False	SMS_HUMAN		CPI-SS00C069DCB	0.0	0.0	0.0	0.012	0.003	0.0	0.0	0.017	0.0	0.011	0.016	0.002	0.0	0.031	0.0	0.006	0.0	0.001	0.005	0.058	0.0	0.0	0.0	0.012	0.021	0.0	0.005	0.034	0.0	0.0	0.005	0.007	70.206	0.018	0.0	0.0	0.011	0.0	0.0	0.0	0.0
ADM	P35318	False	ADML_HUMAN		CPI-SS0B27088B4	1.801	0.013	0.402	0.007	0.143	0.016	0.204	0.014	0.0	1.919	0.064	0.046	0.075	1.481	0.0	0.235	0.144	0.067	0.096	0.007	0.0	0.0	0.077	1.094	0.0	0.0	0.107	0.02	0.062	0.0	0.074	0.051	0.344	0.016	0.363	0.0	0.004	1.269	0.0	0.0	0.667
ADM2	Q7Z4H4	False	ADM2_HUMAN		CPI-SS032CFAE42	0.007	0.02	0.0	0.008	0.0	0.009	0.0	0.0	0.0	0.092	0.124	0.036	0.028	0.181	0.0	0.0	0.0	0.022	0.001	0.0	0.0	0.007	0.048	0.023	0.0	0.02	0.011	0.002	0.0	0.117	0.027	0.042	0.029	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
NTS	P30990	False	NEUT_HUMAN		CPI-SS083319328	0.093	0.086	0.041	0.034	0.101	0.039	0.088	0.005	0.267	0.12	0.023	0.08	0.06	0.055	0.0	0.114	0.05	0.097	0.041	0.067	0.107	0.159	0.005	0.037	0.085	0.016	0.041	0.022	0.026	0.0	0.065	1.179	405.087	0.083	0.149	0.0	0.022	0.0	0.008	0.0	0.116
SIGLEC10	Q96LC7	False	SIG10_HUMAN		CPI-SS073C1B796	0.004	0.0	0.023	0.646	0.015	0.01	0.0	0.365	0.0	0.004	0.006	0.007	0.002	0.01	0.0	0.726	0.817	0.0	0.004	0.035	0.0	0.0	0.0	0.07	0.906	0.543	0.014	0.238	0.295	0.0	0.003	0.006	0.0	0.019	0.088	3.241	0.849	0.0	0.046	0.0	0.153
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SS0E5593D5C	0.115	0.06	0.063	0.0	0.044	0.011	0.056	0.0	0.396	0.18	0.272	0.036	0.035	0.238	0.0	0.448	0.939	0.014	0.044	0.01	0.0	0.0	0.104	0.0	0.111	0.498	0.04	0.006	0.285	0.0	0.036	0.095	0.091	0.006	0.084	0.0	0.004	0.053	0.016	0.0	0.104
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS0A91954A0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0
APLN	Q9ULZ1	False	APEL_HUMAN		CPI-SS0D8148841	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.01	0.003	0.0	0.0	0.0	0.076	0.005	0.0	0.0
FLT3LG	P49771	False	FLT3L_HUMAN		CPI-SS076FEB261	0.771	1.68	0.279	0.028	0.123	1.346	0.277	0.046	0.128	0.006	0.028	0.064	0.017	0.509	0.0	0.034	0.196	0.038	0.009	0.059	0.799	0.026	0.05	0.027	0.032	0.025	0.018	0.037	0.108	0.0	0.004	0.012	0.052	0.702	0.324	3.241	0.05	0.316	1.092	0.0	0.283
LTB	Q06643	False	TNFC_HUMAN		CPI-SS06CBC985C	0.127	12.319	0.26	21.484	0.097	2.959	0.202	12.241	0.256	0.135	3.067	0.065	0.146	0.854	0.897	0.327	1.08	0.044	0.256	10.447	12.039	0.034	0.137	0.551	1.677	3.042	0.368	9.388	1.943	0.074	0.15	0.123	0.527	3.602	0.279	0.0	16.097	0.017	10.887	10.993	0.061
MPL	P40238	False	TPOR_HUMAN		CPI-SS0DC2DD9D7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LEPR	P48357	False	LEPR_HUMAN		CPI-SS066FE05CA	0.124	0.025	0.45	0.002	0.034	0.03	0.099	0.0	0.0	0.007	0.003	0.015	0.004	0.331	0.0	0.066	0.066	0.003	0.007	0.0	0.0	0.0	1.994	0.0	0.073	0.016	0.021	0.011	0.0	0.0	0.0	0.006	0.069	0.009	0.134	0.0	0.003	0.063	0.0	0.0	0.274
RARRES2	Q99969	False	RARR2_HUMAN		CPI-SS04CD88411	18.304	0.126	0.201	0.054	0.014	0.155	12.527	0.063	10.355	0.13	0.035	0.117	0.054	25.468	0.0	0.159	1.139	0.321	0.287	0.026	0.098	0.035	0.329	0.04	0.098	0.132	0.469	0.062	0.033	0.0	0.079	0.099	0.092	0.139	0.969	0.0	0.04	7.028	0.049	0.0	8.3
RARRES2	Q99969	False	RARR2_HUMAN		CPI-SS07D56EB05	18.304	0.126	0.201	0.054	0.014	0.155	12.527	0.063	10.355	0.13	0.035	0.117	0.054	25.468	0.0	0.159	1.139	0.321	0.287	0.026	0.098	0.035	0.329	0.04	0.098	0.132	0.469	0.062	0.033	0.0	0.079	0.099	0.092	0.139	0.969	0.0	0.04	7.028	0.049	0.0	8.3
XCL1	P47992	False	XCL1_HUMAN		CPI-SS0B6643F31	0.007	0.008	0.003	0.003	0.0	1.769	0.0	0.014	0.0	0.004	0.012	0.03	0.007	0.051	0.0	0.007	0.0	0.024	0.026	0.026	0.0	0.0	0.0	0.006	0.0	0.03	0.008	0.002	0.0	0.0	0.008	0.012	0.052	4.166	0.051	0.0	0.005	0.0	0.013	0.0	0.0
XCL2	Q9UBD3	False	XCL2_HUMAN		CPI-SS052D34F0B	0.0	0.053	0.0	0.007	0.0	1.531	0.0	0.013	0.0	0.005	0.005	0.002	0.0	0.055	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.001	0.002	0.0	0.0	0.012	0.004	0.0	3.527	0.0	0.0	0.008	0.0	0.014	0.0	0.0
NMUR2	Q9GZQ4	False	NMUR2_HUMAN		CPI-SS07B3139A0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NMUR1	Q9HB89	False	NMUR1_HUMAN		CPI-SS018BD4882	0.166	0.084	0.0	0.015	0.042	0.126	0.178	0.007	0.0	0.065	0.006	0.02	0.039	0.147	0.0	0.021	0.016	0.013	0.003	0.022	0.0	0.006	0.038	0.006	0.031	0.053	0.021	0.011	0.286	0.0	0.041	0.03	0.06	0.392	0.03	0.0	0.035	0.261	0.02	0.0	0.0
CX3CL1	P78423	False	X3CL1_HUMAN		CPI-SS032E9A219	0.105	0.0	0.924	0.004	0.0	0.0	0.159	0.0	0.0	0.008	0.089	0.006	0.0	0.101	0.0	0.0	0.0	0.007	0.018	0.0	0.0	0.0	0.402	0.0	0.0	0.0	0.031	0.001	0.026	0.0	0.001	0.004	0.0	0.015	0.0	0.0	0.003	0.137	0.0	0.0	0.0
PRLH	P81277	False	PRRP_HUMAN		CPI-SS04ACF8F99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL17	Q92583	False	CCL17_HUMAN		CPI-SS0EF1A7415	0.003	0.0	0.0	0.003	0.0	0.027	0.0	0.008	0.0	0.005	0.0	0.0	0.0	0.012	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0
CCL17	Q92583	False	CCL17_HUMAN		CPI-SS0974EB232	0.003	0.0	0.0	0.003	0.0	0.027	0.0	0.008	0.0	0.005	0.0	0.0	0.0	0.012	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0
ACVR2B	Q13705	False	AVR2B_HUMAN		CPI-SS09CCC0451	0.185	0.027	0.085	0.003	0.132	0.005	0.176	0.0	0.174	0.16	0.057	0.099	0.016	0.048	0.0	0.14	0.051	0.073	0.154	0.0	0.0	0.251	0.053	0.01	0.043	0.149	0.119	0.003	0.082	0.0	0.23	0.136	0.057	0.024	0.335	0.0	0.009	0.149	0.023	0.0	0.227
BST2	Q10589	False	BST2_HUMAN		CPI-SS095DCA7F7	6.256	1.036	5.326	1.042	0.295	1.263	6.561	0.825	0.193	0.27	0.095	1.353	0.917	6.314	0.411	3.716	2.648	0.049	0.148	1.044	1.02	0.009	4.299	1.333	1.865	1.924	0.111	0.683	1.123	1.294	0.181	0.175	0.036	1.501	3.016	3.241	0.715	3.955	0.694	7.752	5.995
QRFPR	Q96P65	False	QRFPR_HUMAN		CPI-SS0BC884A75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.136	0.0	0.0	0.0	0.0	0.0	0.0
DSC2	Q02487	False	DSC2_HUMAN		CPI-SS036437279	0.036	0.018	0.035	0.008	1.67	0.017	0.019	0.007	0.0	0.494	1.992	0.021	0.012	0.161	0.0	0.261	0.245	0.144	0.464	0.032	0.0	0.896	0.055	0.0	0.0	0.153	0.626	0.011	0.322	0.0	0.791	1.262	0.499	0.009	0.0	0.0	0.003	0.0	0.007	0.0	0.0
DSC1	Q08554	False	DSC1_HUMAN		CPI-SS062307CFE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
DSC3	Q14574	False	DSC3_HUMAN		CPI-SS09000F32A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.171	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DSC3	Q14574	False	DSC3_HUMAN		CPI-SS0B6F0C894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.171	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DSG2	Q14126	False	DSG2_HUMAN		CPI-SS06D13FCD3	0.024	0.0	0.016	0.021	1.192	0.033	0.131	0.013	0.0	1.33	1.239	0.033	0.038	0.432	0.0	0.02	0.0	0.559	1.392	0.0	0.05	2.13	0.07	0.0	0.0	0.065	1.351	0.027	0.144	0.0	1.166	1.307	1.191	0.045	0.376	0.0	0.013	0.0	0.007	0.0	0.0
DSG2	Q14126	False	DSG2_HUMAN		CPI-SS08B94BEB2	0.024	0.0	0.016	0.021	1.192	0.033	0.131	0.013	0.0	1.33	1.239	0.033	0.038	0.432	0.0	0.02	0.0	0.559	1.392	0.0	0.05	2.13	0.07	0.0	0.0	0.065	1.351	0.027	0.144	0.0	1.166	1.307	1.191	0.045	0.376	0.0	0.013	0.0	0.007	0.0	0.0
ANGPT1	Q15389	False	ANGP1_HUMAN		CPI-SS0B337B316	0.126	0.0	0.0	0.0	0.0	0.0	0.574	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.017	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.262	0.0	0.0	0.289
ERFE	Q4G0M1	False	ERFE_HUMAN		CPI-SS09D5B5F9C	0.074	0.025	0.0	0.003	0.0	0.0	0.0	0.007	0.0	0.014	0.0	0.004	0.0	0.0	0.0	0.0	0.016	0.004	0.009	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.002	0.009	0.0	0.0	0.009	0.01	0.0	0.016	0.0	0.0	0.015	0.0	0.019	0.0	0.0
SIRPG	Q9P1W8	False	SIRPG_HUMAN		CPI-SS0E9015902	0.009	0.841	0.0	0.024	0.0	0.54	0.009	0.014	0.0	0.001	0.0	0.018	0.011	0.0	0.0	0.016	0.0	0.0	0.0	1.166	1.768	0.0	0.0	0.008	0.0	0.042	0.002	0.015	0.0	0.043	0.0	0.009	0.0	1.181	0.0	0.0	0.007	0.0	0.576	0.0	0.0
PLXNB3	Q9ULL4	False	PLXB3_HUMAN		CPI-SS0D00AAD2F	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRIN2C	Q14957	False	NMDE3_HUMAN		CPI-SS0893BD6B6	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.005	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KISS1R	Q969F8	False	KISSR_HUMAN		CPI-SS0F856A80F	0.0	0.0	0.0	0.003	0.0	0.015	0.0	0.02	0.0	0.004	0.0	0.03	0.008	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.066	0.0	0.0	0.013	0.0	0.0	0.0	0.001	0.0	0.041	0.003	0.0	0.0	0.044	0.0	0.0	0.01	0.0	0.007	0.0	0.0
ENHO	Q6UWT2	False	ENHO_HUMAN		CPI-SS07DFEBFA8	0.101	0.033	0.026	0.005	0.105	0.0	5.83	0.0	0.0	0.009	0.0	0.002	0.0	0.088	0.0	0.017	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.013	0.0	0.306	0.003	0.006	0.686	0.0	0.011	0.007	0.0	0.01	0.0	0.0	0.001	0.384	0.0	0.0	0.0
LILRB4	Q8NHJ6	False	LIRB4_HUMAN		CPI-SS067BA9202	0.006	0.0	0.0	0.018	0.0	0.0	0.0	0.032	0.0	0.015	0.027	0.01	0.055	0.0	0.0	0.966	2.964	0.004	0.015	0.0	0.0	0.0	0.0	0.042	0.0	0.404	0.003	0.013	0.335	0.086	0.001	0.003	0.0	0.005	0.0	0.0	0.01	0.0	0.0	4.439	0.0
IGFLR1	Q9H665	False	IGFR1_HUMAN		CPI-SS08EDE5442	0.006	0.163	0.0	0.124	0.0	0.096	0.0	0.188	0.167	0.004	0.001	0.091	0.046	0.036	0.0	0.386	0.366	0.025	0.015	0.191	0.589	0.0	0.0	0.467	0.406	0.177	0.01	0.053	0.115	0.158	0.015	0.008	0.0	0.162	0.038	0.0	0.201	0.0	0.102	0.538	0.0
IGFLR1	Q9H665	False	IGFR1_HUMAN		CPI-SS0327E1782	0.006	0.163	0.0	0.124	0.0	0.096	0.0	0.188	0.167	0.004	0.001	0.091	0.046	0.036	0.0	0.386	0.366	0.025	0.015	0.191	0.589	0.0	0.0	0.467	0.406	0.177	0.01	0.053	0.115	0.158	0.015	0.008	0.0	0.162	0.038	0.0	0.201	0.0	0.102	0.538	0.0
ADGRG3	Q86Y34	False	AGRG3_HUMAN		CPI-SS033E857EB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.002	0.0	0.0	0.0	0.001	0.002	0.0	0.062	1.322	0.0	0.0	0.0	0.0	0.0	0.0
GPR35	Q9HC97	False	GPR35_HUMAN		CPI-SS08C995EB4	0.044	0.07	0.023	0.004	0.292	0.108	0.045	0.006	0.152	0.353	0.512	0.018	0.017	0.0	0.0	0.156	0.397	0.104	0.225	0.0	0.0	0.228	0.0	0.011	0.023	0.177	0.242	0.012	0.073	0.0	0.512	0.606	0.475	0.037	0.035	0.0	0.016	0.022	0.043	0.0	0.0
PROK2	Q9HC23	False	PROK2_HUMAN		CPI-SS01CE67526	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPHA2	Q96T91	False	GPHA2_HUMAN		CPI-SS09EF54490	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLRF1	Q9NZS2	False	KLRF1_HUMAN		CPI-SS025C8F785	0.33	0.0	0.042	0.01	0.0	0.017	0.0	0.0	0.0	0.008	0.0	0.017	0.005	0.054	0.0	0.03	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.007	0.0	0.018	0.0	0.021	0.0	0.044	0.0	0.002	0.0	0.262	0.0	0.0	0.016	0.089	0.013	0.0	0.0
EDA2R	Q9HAV5	False	TNR27_HUMAN		CPI-SS00797FD15	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EDAR	Q9UNE0	False	EDAR_HUMAN		CPI-SS05A8552D7	0.01	0.0	0.0	0.0	0.0	0.0	0.294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.084	0.018	0.0	0.0
IL1RAPL1	Q9NZN1	False	IRPL1_HUMAN		CPI-SS0281839F1	0.016	0.0	0.0	0.0	0.0	0.0	0.153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.071	0.0	0.0	0.0
TNFRSF18	Q9Y5U5	False	TNR18_HUMAN		CPI-SS0FF51A757	0.014	0.351	0.02	0.017	0.017	0.061	0.023	0.0	0.102	0.007	0.0	0.721	0.349	0.016	0.0	0.054	0.043	0.0	0.0	0.7	4.342	0.0	0.0	0.128	0.0	0.017	0.001	0.006	0.083	0.117	0.004	0.007	0.0	1.638	0.0	0.0	0.018	0.143	0.113	0.0	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS08CC8F9D3	0.273	0.092	0.188	0.004	0.11	0.079	0.274	0.017	0.087	0.031	0.032	0.024	0.062	0.198	0.0	0.065	0.059	0.023	0.021	0.098	0.023	0.083	0.175	0.0	0.023	0.057	0.041	0.003	0.0	0.0	0.008	0.038	0.06	0.05	0.142	0.0	0.008	0.492	0.085	0.0	0.292
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS0E1BF543E	0.273	0.092	0.188	0.004	0.11	0.079	0.274	0.017	0.087	0.031	0.032	0.024	0.062	0.198	0.0	0.065	0.059	0.023	0.021	0.098	0.023	0.083	0.175	0.0	0.023	0.057	0.041	0.003	0.0	0.0	0.008	0.038	0.06	0.05	0.142	0.0	0.008	0.492	0.085	0.0	0.292
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS0C16967C6	0.273	0.092	0.188	0.004	0.11	0.079	0.274	0.017	0.087	0.031	0.032	0.024	0.062	0.198	0.0	0.065	0.059	0.023	0.021	0.098	0.023	0.083	0.175	0.0	0.023	0.057	0.041	0.003	0.0	0.0	0.008	0.038	0.06	0.05	0.142	0.0	0.008	0.492	0.085	0.0	0.292
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS0AEE2FB22	0.273	0.092	0.188	0.004	0.11	0.079	0.274	0.017	0.087	0.031	0.032	0.024	0.062	0.198	0.0	0.065	0.059	0.023	0.021	0.098	0.023	0.083	0.175	0.0	0.023	0.057	0.041	0.003	0.0	0.0	0.008	0.038	0.06	0.05	0.142	0.0	0.008	0.492	0.085	0.0	0.292
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS046B3C139	0.273	0.092	0.188	0.004	0.11	0.079	0.274	0.017	0.087	0.031	0.032	0.024	0.062	0.198	0.0	0.065	0.059	0.023	0.021	0.098	0.023	0.083	0.175	0.0	0.023	0.057	0.041	0.003	0.0	0.0	0.008	0.038	0.06	0.05	0.142	0.0	0.008	0.492	0.085	0.0	0.292
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS0EC80CA59	0.273	0.092	0.188	0.004	0.11	0.079	0.274	0.017	0.087	0.031	0.032	0.024	0.062	0.198	0.0	0.065	0.059	0.023	0.021	0.098	0.023	0.083	0.175	0.0	0.023	0.057	0.041	0.003	0.0	0.0	0.008	0.038	0.06	0.05	0.142	0.0	0.008	0.492	0.085	0.0	0.292
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS0FFBA02F8	0.273	0.092	0.188	0.004	0.11	0.079	0.274	0.017	0.087	0.031	0.032	0.024	0.062	0.198	0.0	0.065	0.059	0.023	0.021	0.098	0.023	0.083	0.175	0.0	0.023	0.057	0.041	0.003	0.0	0.0	0.008	0.038	0.06	0.05	0.142	0.0	0.008	0.492	0.085	0.0	0.292
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS0CE2A204A	0.273	0.092	0.188	0.004	0.11	0.079	0.274	0.017	0.087	0.031	0.032	0.024	0.062	0.198	0.0	0.065	0.059	0.023	0.021	0.098	0.023	0.083	0.175	0.0	0.023	0.057	0.041	0.003	0.0	0.0	0.008	0.038	0.06	0.05	0.142	0.0	0.008	0.492	0.085	0.0	0.292
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS091BF99D0	0.273	0.092	0.188	0.004	0.11	0.079	0.274	0.017	0.087	0.031	0.032	0.024	0.062	0.198	0.0	0.065	0.059	0.023	0.021	0.098	0.023	0.083	0.175	0.0	0.023	0.057	0.041	0.003	0.0	0.0	0.008	0.038	0.06	0.05	0.142	0.0	0.008	0.492	0.085	0.0	0.292
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS073233FCC	0.273	0.092	0.188	0.004	0.11	0.079	0.274	0.017	0.087	0.031	0.032	0.024	0.062	0.198	0.0	0.065	0.059	0.023	0.021	0.098	0.023	0.083	0.175	0.0	0.023	0.057	0.041	0.003	0.0	0.0	0.008	0.038	0.06	0.05	0.142	0.0	0.008	0.492	0.085	0.0	0.292
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS0288D901D	0.273	0.092	0.188	0.004	0.11	0.079	0.274	0.017	0.087	0.031	0.032	0.024	0.062	0.198	0.0	0.065	0.059	0.023	0.021	0.098	0.023	0.083	0.175	0.0	0.023	0.057	0.041	0.003	0.0	0.0	0.008	0.038	0.06	0.05	0.142	0.0	0.008	0.492	0.085	0.0	0.292
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS0FCC00896	0.273	0.092	0.188	0.004	0.11	0.079	0.274	0.017	0.087	0.031	0.032	0.024	0.062	0.198	0.0	0.065	0.059	0.023	0.021	0.098	0.023	0.083	0.175	0.0	0.023	0.057	0.041	0.003	0.0	0.0	0.008	0.038	0.06	0.05	0.142	0.0	0.008	0.492	0.085	0.0	0.292
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS02AEFFE28	0.273	0.092	0.188	0.004	0.11	0.079	0.274	0.017	0.087	0.031	0.032	0.024	0.062	0.198	0.0	0.065	0.059	0.023	0.021	0.098	0.023	0.083	0.175	0.0	0.023	0.057	0.041	0.003	0.0	0.0	0.008	0.038	0.06	0.05	0.142	0.0	0.008	0.492	0.085	0.0	0.292
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS0860DA460	0.273	0.092	0.188	0.004	0.11	0.079	0.274	0.017	0.087	0.031	0.032	0.024	0.062	0.198	0.0	0.065	0.059	0.023	0.021	0.098	0.023	0.083	0.175	0.0	0.023	0.057	0.041	0.003	0.0	0.0	0.008	0.038	0.06	0.05	0.142	0.0	0.008	0.492	0.085	0.0	0.292
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS04DD927C9	0.273	0.092	0.188	0.004	0.11	0.079	0.274	0.017	0.087	0.031	0.032	0.024	0.062	0.198	0.0	0.065	0.059	0.023	0.021	0.098	0.023	0.083	0.175	0.0	0.023	0.057	0.041	0.003	0.0	0.0	0.008	0.038	0.06	0.05	0.142	0.0	0.008	0.492	0.085	0.0	0.292
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS048465560	0.273	0.092	0.188	0.004	0.11	0.079	0.274	0.017	0.087	0.031	0.032	0.024	0.062	0.198	0.0	0.065	0.059	0.023	0.021	0.098	0.023	0.083	0.175	0.0	0.023	0.057	0.041	0.003	0.0	0.0	0.008	0.038	0.06	0.05	0.142	0.0	0.008	0.492	0.085	0.0	0.292
