gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Arterial EC	BEST4 enterocyte prog	Enteric neurons	Erythroblasts	FOXL1 FLC	Goblet prog	ICC	LGR5 stem	Lymphatic EC	NTS+ cells	Neural crest cells	SMC	UPK3B Serosa	Venous EC	WNT4 FLC	cycling cells 1	cycling cells 2	early enterocyte 1	early enterocyte 2	enterocyte	enteroendocrine	immune cells	mesoderm 1	mesoderm 2	myofibroblast	pericyte	uniform progenitor
GHRL	Q9UBU3	False	GHRL_HUMAN		CPI-SS042EB8C7A	0.013	0.056	0.017	0.008	0.025	0.039	0.029	0.091	0.023	0.009	0.019	0.028	0.023	0.028	0.023	0.106	0.058	0.039	0.042	0.034	8.677	0.143	0.0	0.026	0.025	0.025	0.073
GHRL	Q9UBU3	False	GHRL_HUMAN		CPI-SS043E0F61D	0.013	0.056	0.017	0.008	0.025	0.039	0.029	0.091	0.023	0.009	0.019	0.028	0.023	0.028	0.023	0.106	0.058	0.039	0.042	0.034	8.677	0.143	0.0	0.026	0.025	0.025	0.073
GHRL	Q9UBU3	False	GHRL_HUMAN		CPI-SS05D406038	0.013	0.056	0.017	0.008	0.025	0.039	0.029	0.091	0.023	0.009	0.019	0.028	0.023	0.028	0.023	0.106	0.058	0.039	0.042	0.034	8.677	0.143	0.0	0.026	0.025	0.025	0.073
GHRL	Q9UBU3	False	GHRL_HUMAN		CPI-SS090987D9C	0.013	0.056	0.017	0.008	0.025	0.039	0.029	0.091	0.023	0.009	0.019	0.028	0.023	0.028	0.023	0.106	0.058	0.039	0.042	0.034	8.677	0.143	0.0	0.026	0.025	0.025	0.073
GHRL	Q9UBU3	False	GHRL_HUMAN		CPI-SS085C150CE	0.013	0.056	0.017	0.008	0.025	0.039	0.029	0.091	0.023	0.009	0.019	0.028	0.023	0.028	0.023	0.106	0.058	0.039	0.042	0.034	8.677	0.143	0.0	0.026	0.025	0.025	0.073
TNFRSF25	Q93038	False	TNR25_HUMAN		CPI-SS079DDF890	0.334	0.153	0.046	0.006	0.026	0.052	0.02	0.039	0.053	0.066	0.026	0.014	0.021	0.125	0.034	0.034	0.04	0.04	0.062	0.067	0.034	0.125	0.016	0.037	0.017	0.028	0.032
TNFRSF25	Q93038	False	TNR25_HUMAN		CPI-SS0B0CF0EDF	0.334	0.153	0.046	0.006	0.026	0.052	0.02	0.039	0.053	0.066	0.026	0.014	0.021	0.125	0.034	0.034	0.04	0.04	0.062	0.067	0.034	0.125	0.016	0.037	0.017	0.028	0.032
TNFRSF12A	Q9NP84	False	TNR12_HUMAN		CPI-SS02EF3E1BA	0.049	0.239	0.011	0.004	0.011	0.092	0.046	0.109	0.005	0.353	0.024	0.067	0.488	0.034	0.089	0.16	0.131	0.092	0.148	0.294	0.085	0.053	0.023	0.02	0.054	0.08	0.092
GPRC5B	Q9NZH0	False	GPC5B_HUMAN		CPI-SS08A819670	1.414	0.153	0.03	0.005	0.143	0.157	0.125	0.183	0.61	0.315	0.03	0.018	0.047	0.558	0.066	0.2	0.208	0.199	0.219	0.205	0.181	0.008	0.08	0.153	0.026	0.169	0.301
HCRTR1	O43613	False	OX1R_HUMAN		CPI-SS084816B12	0.007	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.0
HCRTR2	O43614	False	OX2R_HUMAN		CPI-SS02461AE98	0.0	0.0	0.007	0.0	0.003	0.0	0.003	0.0	0.0	0.0	0.0	0.009	0.008	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.01	0.003	0.0
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0B9B3870A	4.567	0.0	0.011	0.026	0.022	0.005	0.019	0.003	0.014	0.0	0.012	0.029	0.012	2.006	0.031	0.0	0.0	0.003	0.001	0.002	0.002	0.018	0.051	0.022	0.017	0.029	0.001
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS02371A6D6	0.002	0.018	0.207	0.007	0.022	0.29	0.201	0.446	0.082	0.162	0.151	0.031	0.158	0.003	0.47	0.289	0.246	0.118	0.038	0.013	0.309	0.036	0.236	0.055	0.357	0.028	0.302
GRIN2B	Q13224	False	NMDE2_HUMAN		CPI-SS0C694CB44	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.001	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS082AD7B6A	0.007	0.043	0.046	0.022	0.28	0.012	0.338	0.004	0.267	0.0	0.123	0.104	0.164	0.015	0.267	0.004	0.008	0.009	0.003	0.005	0.004	0.025	0.128	0.303	0.192	0.094	0.01
SEMA7A	O75326	False	SEM7A_HUMAN		CPI-SS02B567BC7	0.102	0.0	0.0	0.021	0.007	0.0	0.03	0.0	0.0	0.0	0.023	0.016	0.009	0.019	0.223	0.0	0.001	0.002	0.001	0.0	0.002	0.051	0.076	0.015	0.117	0.011	0.002
WNT3	P56703	False	WNT3_HUMAN		CPI-SS070C51D94	0.002	0.005	0.014	0.0	0.013	0.009	0.005	0.007	0.0	0.0	0.012	0.003	0.011	0.004	0.0	0.005	0.006	0.006	0.005	0.009	0.013	0.003	0.0	0.012	0.005	0.013	0.009
FAM3B	P58499	False	FAM3B_HUMAN		CPI-SS0A4EE6FE1	0.005	0.447	0.0	0.0	0.008	0.276	0.011	0.29	0.012	0.118	0.006	0.007	0.131	0.002	0.003	0.2	0.195	0.182	0.084	0.085	0.165	0.016	0.0	0.006	0.007	0.087	0.304
RSPO4	Q2I0M5	False	RSPO4_HUMAN		CPI-SS05E001125	0.0	0.0	0.015	0.0	0.0	0.0	0.001	0.001	0.024	0.0	0.0	0.001	0.005	0.001	0.0	0.001	0.002	0.002	0.0	0.0	0.003	0.0	0.0	0.001	0.002	0.0	0.002
RSPO1	Q2MKA7	False	RSPO1_HUMAN		CPI-SS0F102AAC5	0.001	0.0	0.004	0.006	0.004	0.001	0.054	0.0	0.0	0.0	0.0	0.098	0.638	0.004	0.017	0.001	0.0	0.0	0.0	0.0	0.0	0.003	0.133	0.004	0.13	0.002	0.0
RSPO2	Q6UXX9	False	RSPO2_HUMAN		CPI-SS0FC0CA5ED	0.003	0.0	0.005	0.011	0.009	0.0	0.005	0.0	0.057	0.0	0.005	0.017	0.025	0.004	0.023	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.438	0.121	0.017	0.0
RSPO3	Q9BXY4	False	RSPO3_HUMAN		CPI-SS0DCA749B0	0.106	0.012	0.019	0.021	0.026	0.0	0.672	0.001	0.038	0.0	0.036	1.203	1.754	0.014	0.692	0.001	0.003	0.002	0.004	0.001	0.001	0.023	0.503	0.68	1.386	0.197	0.003
RSPO3	Q9BXY4	False	RSPO3_HUMAN		CPI-SS0A874F65F	0.106	0.012	0.019	0.021	0.026	0.0	0.672	0.001	0.038	0.0	0.036	1.203	1.754	0.014	0.692	0.001	0.003	0.002	0.004	0.001	0.001	0.023	0.503	0.68	1.386	0.197	0.003
CKLF	Q9UBR5	False	CKLF_HUMAN		CPI-SS05B1FA8A8	0.994	0.143	0.372	0.097	0.467	0.234	0.695	0.151	0.973	0.233	0.504	0.472	0.423	0.983	0.625	0.203	0.293	0.113	0.116	0.149	0.194	1.689	0.341	0.569	0.405	0.476	0.16
NTRK3	Q16288	False	NTRK3_HUMAN		CPI-SS05162C56B	0.005	0.0	0.139	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.042	0.01	0.018	0.0	0.136	0.0	0.0	0.001	0.0	0.0	0.007	0.001	0.0	0.002	0.013	0.191	0.0
CLEC4M	Q9H2X3	False	CLC4M_HUMAN		CPI-SS0829B8FD2	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.004	0.001	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.001	0.0	0.0
CLEC4M	Q9H2X3	False	CLC4M_HUMAN		CPI-SS00F979E99	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.004	0.001	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.001	0.0	0.0
P2RY6	Q15077	False	P2RY6_HUMAN		CPI-SS065F7DA2A	0.009	0.045	0.004	0.004	0.002	0.026	0.002	0.052	0.0	0.027	0.007	0.003	0.004	0.008	0.0	0.037	0.043	0.057	0.093	0.105	0.042	0.297	0.0	0.002	0.0	0.0	0.049
P2RY6	Q15077	False	P2RY6_HUMAN		CPI-SS09A3FA737	0.009	0.045	0.004	0.004	0.002	0.026	0.002	0.052	0.0	0.027	0.007	0.003	0.004	0.008	0.0	0.037	0.043	0.057	0.093	0.105	0.042	0.297	0.0	0.002	0.0	0.0	0.049
PROKR1	Q8TCW9	False	PKR1_HUMAN		CPI-SS04FB6F38D	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALR1	P47211	False	GALR1_HUMAN		CPI-SS0BE567EFB	0.0	0.0	0.018	0.0	0.0	0.0	0.002	0.005	0.0	0.0	0.002	0.0	0.001	0.001	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.003	0.0
GCG	P01275	False	GLUC_HUMAN		CPI-SS00EC753E6	0.007	0.0	0.015	0.007	0.007	0.013	0.059	0.009	0.0	0.0	0.005	0.023	6.029	0.006	0.04	0.014	0.014	0.074	0.015	0.009	0.051	0.003	0.022	0.012	0.012	0.006	0.006
C3AR1	Q16581	False	C3AR_HUMAN		CPI-SS03E48EFEA	0.0	0.0	0.0	0.002	0.003	0.0	0.005	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.641	0.0	0.002	0.0	0.0	0.0
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS03E273233	1.0	0.0	0.018	0.012	0.111	0.005	0.186	0.003	0.031	0.0	0.039	0.829	0.005	1.398	0.035	0.004	0.004	0.004	0.007	0.019	0.004	0.608	0.063	0.041	0.201	0.107	0.003
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS0FF6CFDCA	1.0	0.0	0.018	0.012	0.111	0.005	0.186	0.003	0.031	0.0	0.039	0.829	0.005	1.398	0.035	0.004	0.004	0.004	0.007	0.019	0.004	0.608	0.063	0.041	0.201	0.107	0.003
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS079728E8B	1.0	0.0	0.018	0.012	0.111	0.005	0.186	0.003	0.031	0.0	0.039	0.829	0.005	1.398	0.035	0.004	0.004	0.004	0.007	0.019	0.004	0.608	0.063	0.041	0.201	0.107	0.003
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS03E7587E4	1.0	0.0	0.018	0.012	0.111	0.005	0.186	0.003	0.031	0.0	0.039	0.829	0.005	1.398	0.035	0.004	0.004	0.004	0.007	0.019	0.004	0.608	0.063	0.041	0.201	0.107	0.003
AGTR1	P30556	False	AGTR1_HUMAN		CPI-SS05996C8FD	0.0	0.031	0.0	0.007	0.045	0.012	0.011	0.019	0.0	0.0	0.0	0.001	0.019	0.005	0.06	0.012	0.014	0.034	0.016	0.011	0.021	0.0	0.018	0.027	0.014	0.218	0.033
AGTR2	P50052	False	AGTR2_HUMAN		CPI-SS069924427	0.0	0.0	0.0	0.0	0.016	0.0	0.006	0.0	0.0	0.0	0.0	0.016	0.03	0.002	0.085	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.013	0.009	0.049	0.001	0.0
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS00581282E	0.0	0.014	0.0	0.0	0.005	0.002	0.002	0.006	0.0	0.0	0.002	0.002	0.001	0.001	0.003	0.003	0.005	0.004	0.006	0.009	0.003	0.591	0.0	0.005	0.004	0.004	0.006
C5AR2	Q9P296	False	C5AR2_HUMAN		CPI-SS0A7E3A1AF	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.004	0.002	0.0	0.0	0.0	0.0	0.003	0.001	0.057	0.0	0.002	0.001	0.0	0.0
BDKRB1	P46663	False	BKRB1_HUMAN		CPI-SS075D9B9AD	0.004	0.003	0.005	0.005	0.016	0.001	0.006	0.001	0.0	0.0	0.004	0.015	0.278	0.03	0.008	0.001	0.001	0.001	0.001	0.003	0.002	0.002	0.059	0.005	0.305	0.004	0.0
LHCGR	P22888	False	LSHR_HUMAN		CPI-SS033180726	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0
LHCGR	P22888	False	LSHR_HUMAN		CPI-SS0DEF5D0CE	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0
PRLR	P16471	False	PRLR_HUMAN		CPI-SS00689751B	0.001	0.248	0.004	0.005	0.009	0.16	0.002	0.172	0.0	0.179	0.004	0.006	0.013	0.002	0.008	0.188	0.178	0.207	0.256	0.315	0.151	0.0	0.013	0.003	0.002	0.013	0.261
PRLR	P16471	False	PRLR_HUMAN		CPI-SS0A606E2DA	0.001	0.248	0.004	0.005	0.009	0.16	0.002	0.172	0.0	0.179	0.004	0.006	0.013	0.002	0.008	0.188	0.178	0.207	0.256	0.315	0.151	0.0	0.013	0.003	0.002	0.013	0.261
GHR	P10912	False	GHR_HUMAN		CPI-SS0ACD3CCEE	0.014	0.312	0.011	0.004	0.319	0.046	0.41	0.016	0.026	0.0	0.028	0.421	0.078	0.017	0.268	0.02	0.02	0.032	0.01	0.013	0.022	0.022	0.144	0.331	0.264	0.205	0.05
ASGR1	P07306	False	ASGR1_HUMAN		CPI-SS01963C4CA	0.316	0.362	0.164	0.007	0.246	0.419	0.169	0.312	0.847	0.151	0.069	0.092	0.086	0.393	0.18	0.35	0.524	0.719	0.978	1.576	0.579	0.38	0.327	0.239	0.227	0.169	0.822
PTH2R	P49190	False	PTH2R_HUMAN		CPI-SS0D87F8BD7	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.001
PTH2R	P49190	False	PTH2R_HUMAN		CPI-SS012B216F6	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.001
PTH1R	Q03431	False	PTH1R_HUMAN		CPI-SS0F32DB87D	0.008	0.0	0.014	0.007	0.164	0.0	0.096	0.0	0.012	0.0	0.012	0.03	0.007	0.012	0.208	0.0	0.001	0.0	0.0	0.002	0.0	0.011	0.149	0.225	0.151	0.169	0.0
PTH1R	Q03431	False	PTH1R_HUMAN		CPI-SS0483CE4ED	0.008	0.0	0.014	0.007	0.164	0.0	0.096	0.0	0.012	0.0	0.012	0.03	0.007	0.012	0.208	0.0	0.001	0.0	0.0	0.002	0.0	0.011	0.149	0.225	0.151	0.169	0.0
PRLHR	P49683	False	PRLHR_HUMAN		CPI-SS058E608D0	0.0	0.0	0.115	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS0C6448B94	0.0	0.0	0.003	0.004	0.005	0.003	0.014	0.001	0.244	0.0	0.01	0.116	0.0	0.006	0.0	0.002	0.001	0.001	0.0	0.0	0.006	0.06	0.012	0.003	0.006	0.08	0.009
CEACAM5	P06731	False	CEAM5_HUMAN		CPI-SS0C1F25516	0.0	0.487	0.0	0.0	0.001	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.001	0.0	0.0	0.0
FPR1	P21462	False	FPR1_HUMAN		CPI-SS0F739D3DB	0.0	0.0	0.0	0.0	0.001	0.003	0.005	0.0	0.0	0.0	0.004	0.002	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.555	0.0	0.002	0.0	0.0	0.0
FPR3	P25089	False	FPR3_HUMAN		CPI-SS06CCF5A54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.0	0.0
FPR2	P25090	False	FPR2_HUMAN		CPI-SS030BB46BB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.0	0.0	0.0	0.0	0.0
FPR2	P25090	False	FPR2_HUMAN		CPI-SS0F66EA6BE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.0	0.0	0.0	0.0	0.0
FPR2	P25090	False	FPR2_HUMAN		CPI-SS05F45873A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.0	0.0	0.0	0.0	0.0
RXFP1	Q9HBX9	False	RXFP1_HUMAN		CPI-SS045EC4F7D	0.009	0.0	0.0	0.0	0.011	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.001	0.0	0.0	0.0
RXFP1	Q9HBX9	False	RXFP1_HUMAN		CPI-SS0FAE75A75	0.009	0.0	0.0	0.0	0.011	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.001	0.0	0.0	0.0
RXFP1	Q9HBX9	False	RXFP1_HUMAN		CPI-SS08805BBC2	0.009	0.0	0.0	0.0	0.011	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.001	0.0	0.0	0.0
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS092E57263	0.006	0.034	0.003	0.01	0.007	0.008	0.003	0.011	0.011	0.0	0.009	0.003	0.01	0.005	0.005	0.018	0.01	0.012	0.01	0.005	0.017	3.815	0.0	0.01	0.008	0.011	0.009
IL13RA2	Q14627	False	I13R2_HUMAN		CPI-SS01AD399A0	0.044	0.0	0.0	0.0	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.018	0.006	0.0	0.0	0.0	0.0	0.0	0.009	0.001	0.0	0.001	0.007	0.0	0.0
IL13RA2	Q14627	False	I13R2_HUMAN		CPI-SS066FBE098	0.044	0.0	0.0	0.0	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.018	0.006	0.0	0.0	0.0	0.0	0.0	0.009	0.001	0.0	0.001	0.007	0.0	0.0
IL13RA2	Q14627	False	I13R2_HUMAN		CPI-SS0186F8AED	0.044	0.0	0.0	0.0	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.018	0.006	0.0	0.0	0.0	0.0	0.0	0.009	0.001	0.0	0.001	0.007	0.0	0.0
IL13RA2	Q14627	False	I13R2_HUMAN		CPI-SS0BCCDFA7A	0.044	0.0	0.0	0.0	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.018	0.006	0.0	0.0	0.0	0.0	0.0	0.009	0.001	0.0	0.001	0.007	0.0	0.0
TMEM219	Q86XT9	False	TM219_HUMAN		CPI-SS0073098F3	2.144	1.7	1.034	0.102	1.044	1.048	1.23	1.03	1.472	1.872	0.787	0.727	1.388	1.612	0.863	0.978	1.028	1.23	1.477	1.667	1.129	1.415	0.774	0.795	0.791	1.096	1.23
TNFRSF9	Q07011	False	TNR9_HUMAN		CPI-SS0431D2256	0.003	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.002	0.0	0.001	0.001	0.0	0.0	0.0	0.007	0.0	0.0	0.001	0.001	0.0
ADGRG5	Q8IZF4	False	AGRG5_HUMAN		CPI-SS047CD2E9F	0.002	0.011	0.003	0.002	0.002	0.011	0.0	0.016	0.0	0.0	0.003	0.001	0.002	0.002	0.0	0.012	0.019	0.006	0.01	0.011	0.003	0.132	0.0	0.0	0.001	0.001	0.011
HRH1	P35367	False	HRH1_HUMAN		CPI-SS0DC2A6D35	0.111	0.0	0.007	0.0	0.008	0.0	0.033	0.001	0.0	0.0	0.0	0.02	0.009	0.013	0.008	0.0	0.0	0.001	0.0	0.001	0.0	0.222	0.104	0.006	0.026	0.01	0.0
CD58	P19256	False	LFA3_HUMAN		CPI-SS00B1BEE64	0.636	0.067	0.029	0.05	0.027	0.087	0.041	0.079	0.097	0.045	0.084	0.049	0.094	0.191	0.082	0.127	0.096	0.094	0.109	0.146	0.074	0.135	0.013	0.016	0.053	0.052	0.084
CEACAM1	P13688	False	CEAM1_HUMAN		CPI-SS0B537DD3F	0.027	0.347	0.02	0.002	0.017	0.033	0.031	0.038	0.341	0.066	0.022	0.012	0.007	0.208	0.015	0.034	0.038	0.071	0.155	0.36	0.064	0.061	0.019	0.023	0.026	0.013	0.045
CD1D	P15813	False	CD1D_HUMAN		CPI-SS0AC66088D	0.155	0.078	0.02	0.007	0.024	0.022	0.02	0.017	0.0	0.0	0.004	0.007	0.008	0.073	0.061	0.034	0.029	0.039	0.043	0.048	0.023	1.143	0.025	0.008	0.021	0.006	0.043
CRHR2	Q13324	False	CRFR2_HUMAN		CPI-SS0A05319F5	0.0	0.0	0.003	0.0	0.001	0.0	0.007	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.012	0.0
CRHR2	Q13324	False	CRFR2_HUMAN		CPI-SS0E654708F	0.0	0.0	0.003	0.0	0.001	0.0	0.007	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.012	0.0
AXL	P30530	False	UFO_HUMAN		CPI-SS0C85BC9AF	0.03	0.012	0.084	0.054	1.08	0.058	1.479	0.062	0.009	0.053	0.334	0.619	1.504	0.038	1.174	0.052	0.043	0.075	0.052	0.046	0.036	1.037	1.14	0.728	1.351	1.505	0.096
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS09C4988F8	0.321	0.198	0.357	0.011	0.664	0.168	0.468	0.22	0.017	0.526	0.392	0.198	0.421	0.1	0.817	0.237	0.265	0.222	0.24	0.234	0.168	0.027	0.117	0.475	0.258	0.361	0.304
CSF1	P09603	False	CSF1_HUMAN		CPI-SS0B01CF3AB	0.039	0.0	0.016	0.0	0.177	0.003	0.037	0.002	0.039	0.0	0.033	0.016	0.047	0.132	0.141	0.001	0.001	0.001	0.001	0.002	0.001	0.012	0.018	0.082	0.049	0.108	0.0
CSF3	P09919	False	CSF3_HUMAN		CPI-SS05BE83BC6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0
IL34	Q6ZMJ4	False	IL34_HUMAN		CPI-SS0DFA98A14	0.013	0.006	0.0	0.0	0.247	0.003	0.081	0.008	0.036	0.0	0.004	0.009	0.016	0.01	0.11	0.004	0.004	0.005	0.006	0.018	0.001	0.008	0.06	0.076	0.047	0.138	0.001
GRPR	P30550	False	GRPR_HUMAN		CPI-SS07AF9303D	0.003	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.001	0.0	0.0
ADGRE5	P48960	False	CD97_HUMAN		CPI-SS061A7E099	0.205	0.191	0.031	0.006	0.146	0.16	0.085	0.142	0.203	0.343	0.008	0.053	0.027	0.105	0.033	0.227	0.122	0.13	0.139	0.138	0.119	0.408	0.09	0.11	0.088	0.158	0.15
CD22	P20273	False	CD22_HUMAN		CPI-SS0CBC7840D	0.03	0.0	0.002	0.0	0.021	0.0	0.018	0.001	0.0	0.0	0.022	0.001	0.095	0.03	0.042	0.0	0.0	0.0	0.0	0.0	0.004	0.068	0.04	0.007	0.044	0.002	0.001
MRC1	P22897	False	MRC1_HUMAN		CPI-SS0822AEF5F	0.009	0.0	0.007	0.004	0.007	0.002	0.002	0.0	1.254	0.0	0.002	0.002	0.002	0.181	0.009	0.001	0.002	0.001	0.002	0.005	0.001	1.482	0.0	0.004	0.001	0.006	0.003
HGF	P14210	False	HGF_HUMAN		CPI-SS07F60834D	0.0	0.0	0.015	0.0	0.108	0.001	0.059	0.0	0.009	0.0	0.005	0.004	0.032	0.001	0.259	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.016	0.014	0.036	0.04	0.0
CD244	Q9BZW8	False	CD244_HUMAN		CPI-SS056FF4363	0.0	0.0	0.0	0.002	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.099	0.0	0.0	0.0	0.0	0.0
PDGFD	Q9GZP0	False	PDGFD_HUMAN		CPI-SS0D954EA1C	0.185	0.024	0.055	0.016	0.629	0.007	0.12	0.022	0.06	0.0	0.051	0.02	0.552	0.086	0.262	0.018	0.012	0.014	0.007	0.005	0.012	0.026	0.091	0.303	0.03	0.021	0.017
ALOX5AP	P20292	False	AL5AP_HUMAN		CPI-SS080611C5B	0.004	0.012	0.009	0.016	0.006	0.014	0.006	0.013	0.62	0.017	0.011	0.005	0.005	0.008	0.006	0.02	0.02	0.023	0.014	0.014	0.03	1.928	0.013	0.006	0.01	0.008	0.021
CSF3R	Q99062	False	CSF3R_HUMAN		CPI-SS08376F0E6	0.001	0.04	0.0	0.0	0.001	0.01	0.007	0.008	0.0	0.0	0.0	0.004	0.015	0.002	0.004	0.01	0.012	0.021	0.011	0.024	0.004	0.769	0.012	0.004	0.006	0.0	0.029
APLNR	P35414	False	APJ_HUMAN		CPI-SS08719F19E	0.263	0.0	0.021	0.072	0.11	0.016	0.062	0.005	0.156	0.0	0.061	0.044	0.04	6.465	0.042	0.004	0.004	0.002	0.004	0.004	0.002	0.033	0.033	0.072	0.033	0.676	0.008
KITLG	P21583	False	SCF_HUMAN		CPI-SS02D7A1DDE	0.509	0.005	0.009	0.013	0.097	0.027	0.296	0.031	0.018	0.013	0.025	0.502	0.174	0.364	0.036	0.041	0.046	0.035	0.019	0.01	0.034	0.018	0.086	0.055	0.061	0.103	0.065
KITLG	P21583	False	SCF_HUMAN		CPI-SS0EDAE16B6	0.509	0.005	0.009	0.013	0.097	0.027	0.296	0.031	0.018	0.013	0.025	0.502	0.174	0.364	0.036	0.041	0.046	0.035	0.019	0.01	0.034	0.018	0.086	0.055	0.061	0.103	0.065
