gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	ADAMDEC1 FLC	Activated T	Arterial EC	B cell	BEST4 enterocyte	CD8 T cell	F3 FLC	FCER2 B cell	Glial cell	Goblet cell	IL2RG	IgA plasma cell	IgG plasma cell	Inflammatory FLC	LAMP3+ DC	Macrophage	Monocyte	Paneth cell	TA	Tfh	Treg	Tuft	Venous EC	activated B cell	cDC1	cDC2	crypt	cycling B cell	cycling myeloid	cycling plasma	early enterocyte	enterocyte	enteroendocrine	gd T cell	lymphatic EC	mast cells	memory B cell	myofibroblast	naïve CD4 T	pDC	pericyte
CLEC4M	Q9H2X3	False	CLC4M_HUMAN		CPI-SS00F979E99	0.003	0.0	0.0	0.0	0.022	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.005	0.002	0.0	0.0	0.765	0.0	0.0	0.0	0.0	0.0	0.0
P2RY6	Q15077	False	P2RY6_HUMAN		CPI-SS065F7DA2A	0.016	0.0	0.876	0.0	0.044	0.0	0.017	0.005	0.0	0.005	0.0	0.017	0.014	0.03	0.089	0.908	0.43	0.006	0.003	0.022	0.0	0.345	1.632	0.013	0.779	0.553	0.005	0.0	0.712	0.0	0.039	0.021	0.0	0.018	0.095	0.0	0.009	0.0	0.007	0.753	0.0
P2RY6	Q15077	False	P2RY6_HUMAN		CPI-SS09A3FA737	0.016	0.0	0.876	0.0	0.044	0.0	0.017	0.005	0.0	0.005	0.0	0.017	0.014	0.03	0.089	0.908	0.43	0.006	0.003	0.022	0.0	0.345	1.632	0.013	0.779	0.553	0.005	0.0	0.712	0.0	0.039	0.021	0.0	0.018	0.095	0.0	0.009	0.0	0.007	0.753	0.0
GALR1	P47211	False	GALR1_HUMAN		CPI-SS0BE567EFB	0.004	0.0	0.049	0.064	0.028	0.0	0.0	0.008	0.0	0.0	0.017	0.0	0.001	0.005	0.044	0.0	0.0	0.0	0.001	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.008	0.0	0.0	0.0	0.005	0.07	0.021	0.0	0.0	0.006	0.0	0.0	0.0	0.0
GCG	P01275	False	GLUC_HUMAN		CPI-SS00EC753E6	0.002	0.0	0.011	0.0	0.0	0.0	0.026	0.0	0.0	0.111	0.0	0.002	0.002	0.008	0.0	0.024	0.002	0.066	0.017	0.0	0.015	0.0	0.009	0.0	0.0	0.004	0.303	0.041	0.033	0.015	0.01	0.111	82.98	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0
C3AR1	Q16581	False	C3AR_HUMAN		CPI-SS03E48EFEA	0.001	0.108	0.0	0.0	0.0	0.044	0.0	0.0	0.0	0.002	0.0	0.006	0.001	0.006	0.0	1.148	0.769	0.0	0.004	0.037	0.196	0.0	0.0	0.05	0.0	0.306	0.0	0.0	0.571	0.0	0.004	0.007	0.0	0.035	0.0	0.437	0.006	0.0	0.018	0.0	0.0
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS03E273233	0.385	0.593	1.452	0.302	0.01	0.047	0.234	0.503	0.148	0.017	0.0	0.16	0.329	0.312	0.658	1.841	0.656	0.003	0.027	0.268	1.203	0.0	1.942	0.184	0.984	0.966	0.045	0.189	0.73	0.526	0.021	0.012	0.006	0.971	0.081	0.183	0.962	0.764	0.194	0.0	0.825
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS0FF6CFDCA	0.385	0.593	1.452	0.302	0.01	0.047	0.234	0.503	0.148	0.017	0.0	0.16	0.329	0.312	0.658	1.841	0.656	0.003	0.027	0.268	1.203	0.0	1.942	0.184	0.984	0.966	0.045	0.189	0.73	0.526	0.021	0.012	0.006	0.971	0.081	0.183	0.962	0.764	0.194	0.0	0.825
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS079728E8B	0.385	0.593	1.452	0.302	0.01	0.047	0.234	0.503	0.148	0.017	0.0	0.16	0.329	0.312	0.658	1.841	0.656	0.003	0.027	0.268	1.203	0.0	1.942	0.184	0.984	0.966	0.045	0.189	0.73	0.526	0.021	0.012	0.006	0.971	0.081	0.183	0.962	0.764	0.194	0.0	0.825
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS03E7587E4	0.385	0.593	1.452	0.302	0.01	0.047	0.234	0.503	0.148	0.017	0.0	0.16	0.329	0.312	0.658	1.841	0.656	0.003	0.027	0.268	1.203	0.0	1.942	0.184	0.984	0.966	0.045	0.189	0.73	0.526	0.021	0.012	0.006	0.971	0.081	0.183	0.962	0.764	0.194	0.0	0.825
AGTR1	P30556	False	AGTR1_HUMAN		CPI-SS05996C8FD	0.093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.131	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.051
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS00581282E	0.003	0.0	0.0	0.0	0.0	0.026	0.016	0.011	0.0	0.003	0.004	0.0	0.004	0.01	0.022	0.569	0.9	0.003	0.008	0.0	0.0	0.554	0.003	0.0	0.0	0.191	0.009	0.039	0.1	0.0	0.018	0.001	0.0	0.0	0.0	0.0	0.0	0.013	0.006	0.0	0.018
C5AR2	Q9P296	False	C5AR2_HUMAN		CPI-SS0A7E3A1AF	0.012	0.0	0.015	0.028	0.011	0.017	0.048	0.009	0.0	0.005	0.0	0.001	0.002	0.012	0.022	0.147	0.043	0.0	0.003	0.034	0.021	0.0	0.004	0.0	0.0	0.011	0.003	0.0	0.0	0.0	0.004	0.009	0.0	0.015	0.0	0.0	0.008	0.022	0.005	0.0	0.021
BDKRB1	P46663	False	BKRB1_HUMAN		CPI-SS075D9B9AD	0.074	0.0	0.04	0.0	0.023	0.0	0.053	0.0	0.0	0.034	0.03	0.001	0.001	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.016	0.007	0.0	0.0	0.0	0.0	0.189	0.008	0.0	0.0
PRLR	P16471	False	PRLR_HUMAN		CPI-SS00689751B	0.019	0.0	0.012	0.0	0.133	0.0	0.039	0.005	0.0	0.151	0.233	0.002	0.001	0.01	0.0	0.012	0.01	0.068	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.223	0.0	0.0	0.0	0.233	0.279	0.076	0.0	0.02	0.0	0.0	0.004	0.0	0.0	0.0
PRLR	P16471	False	PRLR_HUMAN		CPI-SS0A606E2DA	0.019	0.0	0.012	0.0	0.133	0.0	0.039	0.005	0.0	0.151	0.233	0.002	0.001	0.01	0.0	0.012	0.01	0.068	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.223	0.0	0.0	0.0	0.233	0.279	0.076	0.0	0.02	0.0	0.0	0.004	0.0	0.0	0.0
GHR	P10912	False	GHR_HUMAN		CPI-SS0ACD3CCEE	0.145	0.0	0.071	0.0	0.159	0.0	0.183	0.0	0.0	0.005	0.0	0.004	0.0	0.045	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.041	0.0	0.0	0.038	0.0	0.0	0.054
ASGR1	P07306	False	ASGR1_HUMAN		CPI-SS01963C4CA	0.013	0.0	0.027	0.0	0.0	0.019	0.0	0.0	0.0	0.025	0.019	0.0	0.003	0.019	0.039	0.153	0.31	0.044	0.003	0.0	0.0	0.0	0.217	0.0	0.0	0.267	0.014	0.008	0.084	0.0	0.003	0.002	0.583	0.0	0.789	0.0	0.006	0.0	0.0	0.0	0.0
PTH2R	P49190	False	PTH2R_HUMAN		CPI-SS012B216F6	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTH1R	Q03431	False	PTH1R_HUMAN		CPI-SS0483CE4ED	0.093	0.0	0.012	0.0	0.0	0.0	0.132	0.0	0.0	0.0	0.0	0.003	0.001	0.022	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.002	0.0	0.134
PRLHR	P49683	False	PRLHR_HUMAN		CPI-SS058E608D0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS0C6448B94	0.002	0.047	0.172	0.0	0.0	0.0	0.011	0.066	0.0	0.002	0.007	0.071	0.064	0.025	0.0	0.283	0.102	0.004	0.006	0.0	0.0	0.171	0.073	0.116	0.043	0.069	0.0	0.008	0.0	0.048	0.01	0.002	0.0	0.023	0.21	1.382	0.068	0.019	0.017	0.142	0.0
CEACAM5	P06731	False	CEAM5_HUMAN		CPI-SS0C1F25516	0.073	0.061	0.049	0.027	5.017	0.027	0.043	0.029	0.0	5.741	13.868	0.033	0.026	0.017	0.0	0.0	0.009	0.359	1.793	0.088	0.017	0.0	0.008	0.02	0.052	0.057	1.842	0.025	0.574	0.0	1.106	0.151	2.202	0.025	0.016	0.0	0.033	0.008	0.044	0.174	0.052
FPR1	P21462	False	FPR1_HUMAN		CPI-SS0F739D3DB	0.002	0.0	0.011	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.003	0.02	0.136	0.043	1.215	0.074	0.0	0.0	0.021	0.0	0.0	0.018	0.02	0.262	0.005	0.0	0.078	0.0	0.0	0.003	0.044	0.0	0.025	0.0	0.0	0.004	0.003	0.0	0.0
FPR3	P25089	False	FPR3_HUMAN		CPI-SS06CCF5A54	0.008	0.0	0.015	0.0	0.0	0.021	0.0	0.008	0.0	0.001	0.0	0.001	0.006	0.003	0.067	2.911	2.279	0.005	0.01	0.0	0.027	0.0	0.004	0.0	0.035	1.079	0.009	0.0	0.577	0.0	0.011	0.002	0.07	0.0	0.0	0.0	0.007	0.0	0.016	0.0	0.0
FPR2	P25090	False	FPR2_HUMAN		CPI-SS030BB46BB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.001	0.007	0.005	0.003	0.0	0.0	0.026	0.512	0.0	0.001	0.0	0.0	0.0	0.039	0.0	0.01	0.036	0.001	0.0	0.0	0.0	0.011	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FPR2	P25090	False	FPR2_HUMAN		CPI-SS0F66EA6BE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.001	0.007	0.005	0.003	0.0	0.0	0.026	0.512	0.0	0.001	0.0	0.0	0.0	0.039	0.0	0.01	0.036	0.001	0.0	0.0	0.0	0.011	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FPR2	P25090	False	FPR2_HUMAN		CPI-SS05F45873A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.001	0.007	0.005	0.003	0.0	0.0	0.026	0.512	0.0	0.001	0.0	0.0	0.0	0.039	0.0	0.01	0.036	0.001	0.0	0.0	0.0	0.011	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXFP1	Q9HBX9	False	RXFP1_HUMAN		CPI-SS045EC4F7D	0.0	0.0	0.126	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027
RXFP1	Q9HBX9	False	RXFP1_HUMAN		CPI-SS0FAE75A75	0.0	0.0	0.126	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027
RXFP1	Q9HBX9	False	RXFP1_HUMAN		CPI-SS08805BBC2	0.0	0.0	0.126	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS092E57263	0.003	0.0	0.0	0.034	0.033	0.0	0.009	0.009	0.0	0.001	0.0	0.007	0.006	0.014	0.0	4.692	1.646	0.034	0.011	0.022	0.0	0.0	0.006	0.019	0.023	1.694	0.015	0.0	1.183	0.0	0.009	0.012	0.0	0.0	0.0	0.092	0.016	0.0	0.014	0.489	0.008
IL13RA2	Q14627	False	I13R2_HUMAN		CPI-SS01AD399A0	0.022	0.0	0.038	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.002	0.493	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.005	0.001	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.0
IL13RA2	Q14627	False	I13R2_HUMAN		CPI-SS066FBE098	0.022	0.0	0.038	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.002	0.493	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.005	0.001	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.0
IL13RA2	Q14627	False	I13R2_HUMAN		CPI-SS0186F8AED	0.022	0.0	0.038	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.002	0.493	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.005	0.001	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.0
IL13RA2	Q14627	False	I13R2_HUMAN		CPI-SS0BCCDFA7A	0.022	0.0	0.038	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.002	0.493	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.005	0.001	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.0
TMEM219	Q86XT9	False	TM219_HUMAN		CPI-SS0073098F3	2.633	1.079	2.527	0.682	2.154	0.995	2.51	0.84	1.711	2.102	1.841	0.934	1.005	2.096	1.117	2.396	1.605	0.773	1.376	0.738	1.132	1.934	2.527	1.059	1.738	1.964	1.478	0.609	1.642	1.018	1.795	2.599	2.616	1.316	1.97	2.07	1.036	2.166	0.824	2.371	2.437
TNFRSF9	Q07011	False	TNR9_HUMAN		CPI-SS0431D2256	0.0	0.034	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.002	0.045	0.001	0.005	0.027	0.885	0.01	0.241	0.0	0.004	0.121	1.454	0.0	0.053	0.02	0.0	0.07	0.006	0.0	0.434	0.0	0.0	0.002	0.0	0.055	0.0	0.605	0.005	0.008	0.034	0.0	0.0
ADGRG5	Q8IZF4	False	AGRG5_HUMAN		CPI-SS047CD2E9F	0.001	0.028	0.0	0.423	0.016	0.0	0.006	0.07	0.0	0.013	0.033	0.055	0.071	0.002	0.0	0.11	0.033	0.003	0.019	0.0	0.046	0.0	0.008	0.138	0.022	0.108	0.012	0.298	0.151	0.068	0.017	0.032	0.003	0.0	0.0	0.212	0.164	0.0	0.034	0.0	0.0
HRH1	P35367	False	HRH1_HUMAN		CPI-SS0DC2A6D35	0.018	0.003	0.232	0.0	0.116	0.0	0.015	0.0	0.0	0.179	0.285	0.01	0.006	0.14	0.0	0.371	0.046	0.008	0.138	0.0	0.012	0.144	0.21	0.0	0.0	0.0	0.123	0.0	0.128	0.0	0.146	0.22	0.085	0.0	0.0	0.0	0.0	0.056	0.0	0.0	0.015
CD58	P19256	False	LFA3_HUMAN		CPI-SS00B1BEE64	0.034	0.284	0.349	0.168	0.101	0.096	0.098	0.051	0.216	0.171	0.256	0.017	0.028	0.055	0.249	0.112	0.365	0.023	0.13	0.211	0.334	0.081	0.118	0.017	0.133	0.274	0.136	0.182	0.312	0.026	0.2	0.285	0.082	0.152	0.155	0.0	0.113	0.113	0.095	0.0	0.164
CEACAM1	P13688	False	CEAM1_HUMAN		CPI-SS0B537DD3F	0.032	0.103	0.421	0.107	1.757	0.065	0.048	0.061	0.0	0.459	3.072	0.042	0.019	0.023	0.0	0.076	0.036	0.069	0.136	0.018	0.134	2.48	0.08	0.065	0.022	0.113	0.233	0.061	0.058	0.022	0.691	0.958	0.343	0.049	0.735	0.412	0.135	0.084	0.088	0.0	0.0
CD1D	P15813	False	CD1D_HUMAN		CPI-SS0AC66088D	0.008	0.02	0.064	0.101	0.055	0.0	0.048	0.173	0.0	0.036	0.024	0.084	0.076	0.049	0.079	0.579	0.5	0.03	0.044	0.048	0.048	0.0	0.043	0.082	0.171	0.92	0.058	0.047	0.367	0.093	0.091	0.046	0.0	0.039	0.023	0.092	0.277	0.01	0.034	0.0	0.0
CRHR2	Q13324	False	CRFR2_HUMAN		CPI-SS0A05319F5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012
CRHR2	Q13324	False	CRFR2_HUMAN		CPI-SS0E654708F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012
AXL	P30530	False	UFO_HUMAN		CPI-SS0C85BC9AF	1.594	0.0	0.024	0.009	0.008	0.0	1.946	0.021	1.691	0.024	0.0	0.019	0.018	1.151	0.054	4.616	0.446	0.098	0.008	0.023	0.033	0.0	0.022	0.0	0.063	0.891	0.014	0.025	1.348	0.017	0.015	0.022	0.092	0.049	0.0	0.0	0.014	1.621	0.004	0.0	2.401
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS09C4988F8	0.06	0.003	0.037	0.0	0.051	0.027	0.113	0.013	0.533	0.032	0.023	0.0	0.003	0.036	0.0	0.027	0.002	0.022	0.046	0.0	0.0	0.0	0.015	0.028	0.0	0.0	0.02	0.0	0.0	0.0	0.036	0.011	0.022	0.0	0.004	0.0	0.007	0.037	0.003	0.0	0.0
CSF1	P09603	False	CSF1_HUMAN		CPI-SS0B01CF3AB	0.846	0.094	0.125	0.0	0.028	0.026	0.971	0.002	0.738	0.018	0.019	0.012	0.005	0.414	0.0	0.019	0.04	0.005	0.026	0.04	0.487	0.0	0.151	0.006	0.073	0.009	0.027	0.005	0.0	0.0	0.032	0.015	0.067	0.049	0.158	1.533	0.011	0.432	0.033	0.0	0.223
CSF3	P09919	False	CSF3_HUMAN		CPI-SS05BE83BC6	0.05	0.016	0.048	0.028	0.0	0.0	0.004	0.044	0.0	0.011	0.004	0.005	0.011	1.234	0.011	0.026	0.089	0.0	0.004	0.0	0.008	0.0	0.487	0.0	0.0	0.011	0.009	0.013	0.0	0.0	0.003	0.002	0.0	0.017	0.085	0.0	0.01	0.004	0.001	0.0	0.0
IL34	Q6ZMJ4	False	IL34_HUMAN		CPI-SS0DFA98A14	1.608	0.0	0.051	0.0	0.028	0.0	0.374	0.026	0.0	0.014	0.055	0.011	0.004	0.872	0.0	0.063	0.01	0.004	0.011	0.076	0.0	0.0	0.237	0.0	0.0	0.023	0.014	0.0	0.0	0.0	0.007	0.005	0.014	0.0	0.346	0.0	0.011	0.504	0.006	0.0	2.396
ADGRE5	P48960	False	CD97_HUMAN		CPI-SS061A7E099	0.369	1.465	0.068	0.162	0.573	0.825	0.418	0.497	0.746	0.317	0.274	0.18	0.226	0.221	0.381	0.898	0.938	0.105	0.631	0.196	0.593	0.315	0.07	0.164	0.581	0.857	0.475	0.18	0.621	0.328	0.274	0.096	0.225	1.057	0.191	0.791	0.539	0.309	0.382	0.85	0.255
CD22	P20273	False	CD22_HUMAN		CPI-SS0CBC7840D	0.018	0.069	0.173	5.619	0.027	0.082	0.042	3.058	0.223	0.038	0.04	0.022	0.041	0.065	0.082	0.0	0.125	0.043	0.037	0.049	0.131	0.0	0.118	0.789	0.142	0.15	0.029	3.918	0.253	0.067	0.029	0.009	0.117	0.025	0.074	0.501	2.062	0.046	0.463	0.0	0.19
MRC1	P22897	False	MRC1_HUMAN		CPI-SS0822AEF5F	0.0	0.009	0.0	0.0	0.018	0.0	0.006	0.007	0.0	0.009	0.038	0.005	0.0	0.0	0.273	2.044	0.64	0.011	0.008	0.024	0.0	0.0	0.008	0.052	0.0	0.652	0.002	0.0	0.42	0.0	0.013	0.028	0.035	0.0	0.742	0.275	0.0	0.0	0.009	0.0	0.0
HGF	P14210	False	HGF_HUMAN		CPI-SS07F60834D	0.355	0.0	0.0	0.0	0.0	0.0	0.46	0.005	0.233	0.0	0.0	0.001	0.01	0.345	0.099	0.114	0.036	0.0	0.0	0.0	0.0	0.0	0.006	0.018	0.0	0.025	0.0	0.0	0.02	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.012	0.11	0.002	0.0	0.199
CD244	Q9BZW8	False	CD244_HUMAN		CPI-SS056FF4363	0.001	0.078	0.0	0.0	0.0	0.356	0.0	0.0	0.0	0.007	0.016	0.004	0.002	0.001	0.011	0.031	0.023	0.005	0.003	0.025	0.0	0.0	0.007	0.0	0.037	0.058	0.002	0.0	0.0	0.0	0.008	0.01	0.042	0.46	0.0	0.092	0.0	0.0	0.032	0.0	0.0
PDGFD	Q9GZP0	False	PDGFD_HUMAN		CPI-SS0D954EA1C	0.114	0.0	0.649	0.249	0.0	0.021	2.597	0.019	0.0	0.01	0.0	0.023	0.003	0.072	0.0	0.0	0.0	0.008	0.008	0.0	0.0	0.0	0.08	0.021	0.0	0.026	0.02	0.342	0.0	0.012	0.013	0.003	0.135	0.154	0.234	0.0	0.007	0.184	0.001	0.0	0.0
ALOX5AP	P20292	False	AL5AP_HUMAN		CPI-SS080611C5B	0.048	3.274	0.057	1.744	0.065	1.282	0.065	0.961	0.099	0.025	0.106	0.056	0.091	0.089	0.28	0.107	0.49	0.094	0.04	1.595	1.063	5.323	0.114	0.316	0.074	0.368	0.058	1.199	0.302	0.043	0.049	0.063	0.195	1.408	0.303	8.942	0.988	0.216	1.065	6.663	0.071
CSF3R	Q99062	False	CSF3R_HUMAN		CPI-SS08376F0E6	0.0	0.013	0.003	0.0	0.011	0.0	0.017	0.016	0.0	0.002	0.02	0.011	0.009	0.02	0.188	0.583	0.697	0.0	0.007	0.0	0.0	0.0	0.019	0.0	0.113	0.569	0.012	0.0	0.241	0.029	0.0	0.007	0.0	0.0	0.0	0.416	0.006	0.0	0.004	0.0	0.01
APLNR	P35414	False	APJ_HUMAN		CPI-SS08719F19E	0.048	0.016	2.603	0.0	0.065	0.0	0.006	0.0	0.0	0.004	0.003	0.015	0.012	0.011	0.0	0.022	0.016	0.0	0.007	0.0	0.03	0.0	3.397	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.019	0.003	0.0	0.024	0.0	0.0	0.028	0.004	0.016	0.0	0.709
KITLG	P21583	False	SCF_HUMAN		CPI-SS02D7A1DDE	1.068	0.0	0.514	0.0	0.0	0.0	0.106	0.005	0.0	0.055	0.019	0.001	0.004	0.223	0.011	0.0	0.0	0.039	0.128	0.03	0.0	0.081	0.133	0.0	0.0	0.0	0.081	0.015	0.0	0.0	0.05	0.017	0.021	0.0	0.0	0.0	0.007	0.35	0.0	0.0	0.537
KITLG	P21583	False	SCF_HUMAN		CPI-SS0EDAE16B6	1.068	0.0	0.514	0.0	0.0	0.0	0.106	0.005	0.0	0.055	0.019	0.001	0.004	0.223	0.011	0.0	0.0	0.039	0.128	0.03	0.0	0.081	0.133	0.0	0.0	0.0	0.081	0.015	0.0	0.0	0.05	0.017	0.021	0.0	0.0	0.0	0.007	0.35	0.0	0.0	0.537
CD80	P33681	False	CD80_HUMAN		CPI-SS07327E587	0.0	0.036	0.0	0.098	0.011	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.005	0.002	0.685	0.155	0.233	0.0	0.0	0.028	0.034	0.0	0.0	0.026	0.054	0.056	0.002	0.096	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.033	0.0	0.001	0.0	0.0
CD80	P33681	False	CD80_HUMAN		CPI-SS0320FFAFC	0.0	0.036	0.0	0.098	0.011	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.005	0.002	0.685	0.155	0.233	0.0	0.0	0.028	0.034	0.0	0.0	0.026	0.054	0.056	0.002	0.096	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.033	0.0	0.001	0.0	0.0
CD86	P42081	False	CD86_HUMAN		CPI-SS077D7365D	0.01	0.014	0.008	0.795	0.011	0.0	0.0	0.07	0.0	0.006	0.012	0.031	0.053	0.013	2.86	0.861	1.253	0.002	0.003	0.025	0.033	0.0	0.011	0.081	0.513	1.021	0.007	0.412	0.66	0.118	0.009	0.005	0.0	0.012	0.01	0.092	0.357	0.038	0.05	0.0	0.022
CD86	P42081	False	CD86_HUMAN		CPI-SS0B0E09B1C	0.01	0.014	0.008	0.795	0.011	0.0	0.0	0.07	0.0	0.006	0.012	0.031	0.053	0.013	2.86	0.861	1.253	0.002	0.003	0.025	0.033	0.0	0.011	0.081	0.513	1.021	0.007	0.412	0.66	0.118	0.009	0.005	0.0	0.012	0.01	0.092	0.357	0.038	0.05	0.0	0.022
KLRC1	P26715	False	NKG2A_HUMAN		CPI-SS03EF699C7	0.019	0.138	0.006	0.0	0.0	1.862	0.02	0.005	0.161	0.067	0.012	0.005	0.002	0.004	0.0	0.008	0.0	0.009	0.006	0.0	0.023	0.0	0.003	0.0	0.0	0.024	0.004	0.0	0.029	0.0	0.032	0.011	0.026	0.829	0.0	0.0	0.0	0.004	0.003	0.0	0.0
KLRC2	P26717	False	NKG2C_HUMAN		CPI-SS0C4FA643F	0.0	0.015	0.0	0.0	0.0	0.457	0.013	0.0	0.0	0.009	0.003	0.0	0.0	0.006	0.0	0.0	0.0	0.004	0.002	0.0	0.0	0.0	0.004	0.0	0.027	0.006	0.003	0.0	0.0	0.0	0.007	0.008	0.081	1.265	0.0	0.0	0.0	0.025	0.0	0.0	0.008
KLRK1	P26718	False	NKG2D_HUMAN		CPI-SS03339363E	0.004	0.023	0.007	0.0	0.0	0.158	0.0	0.0	0.0	0.0	0.004	0.002	0.0	0.001	0.0	0.0	0.0	0.003	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.033	0.0	0.0	0.002	0.0	0.066	0.012	0.0	0.0	0.0	0.008	0.0	0.0
